Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2010","74974","London","Westminster","A41","PU","527900","181810","Gloucester Place","Baker St","0.12","3","3","79","2","16","4","0","0","0","0","0","5","106"
"2010","74975","London","Westminster","A41","PU","528000","181230","Seymour St","Portman Sq (north)","0.06","7","11","288","38","36","7","1","0","0","0","0","9","381"
"2010","74976","London","Westminster","A41","PU","528130","181300","Portman Sq (north)","Wigmore St","0.06","8","15","164","42","29","4","1","1","1","0","0","6","256"
"2010","74977","London","Westminster","A41","PU","527800","181860","York St","Marylebone Rd","0.06","7","11","288","38","36","7","1","0","0","0","0","9","381"
"2010","74978","London","Westminster","A41","PU","527950","181900","Marylebone Rd","York St","0.06","8","15","164","42","29","4","1","1","1","0","0","6","256"
"2010","80694","London","Westminster","A4","PU","529900","180470","Haymarket","Trafalgar Square","0.18","8","50","334","35","141","17","2","1","0","0","0","21","581"
"2010","81117","London","Westminster","A301","PU","530630","180780","A4","A301","0.12","283","82","676","205","132","34","2","1","1","0","0","39","1135"
"2010","81118","London","Westminster","A301","PU","530750","180580","A301","LA Boundary","0.06","122","56","389","97","91","12","1","1","0","0","0","14","648"
"2010","81119","London","Westminster","A301","PU","530640","180950","A301","LA Boundary","0.43","6","118","766","33","167","13","0","0","0","0","0","13","1097"
"2011","6119","London","Westminster","A4","PU","531060","181090","Aldwych","LA Boundary","0.18","132","98","1071","181","222","32","7","3","0","0","1","44","1616"
"2011","6120","London","Westminster","A4","PU","528900","180220","Hyde Park Corner","St James St","0.55","493","709","6217","682","1059","192","19","8","4","3","1","228","8895"
"2011","6152","London","Westminster","A5","PU","527500","181240","Sussex Gdns","Seymour St","0.37","129","204","3468","421","765","154","16","12","7","7","5","201","5058"
"2011","6426","London","Westminster","A40","PU","528500","181100","Orchard St","Regent St","0.49","200","16","231","964","30","6","0","0","0","0","0","6","1247"
"2011","6459","London","Westminster","A41","PU","528000","181700","York St","Portman Sq (north)","0.31","38","72","814","216","145","21","3","3","2","1","1","32","1279"
"2011","6896","London","Westminster","A315","PU","527000","179700","LA Boundary","A4/A3216","1.05","269","490","4959","668","871","152","16","25","5","1","2","200","7188"
"2011","7603","London","Westminster","A3212","PU","530200","179300","A3203","Parliament Square","0.43","491","412","2648","210","551","135","14","10","5","3","3","169","3990"
"2011","7672","London","Westminster","A4201","PU","528800","181700","A5204","A501","0.49","280","211","1533","219","301","76","6","20","1","0","1","104","2368"
"2011","7934","London","Westminster","A3214","PU","528600","178600","B302","A3213","0.55","266","141","1723","560","260","53","8","7","2","1","0","70","2754"
"2011","8083","London","Westminster","A41","PU","527410","182550","A41","A5205","0.43","75","187","3231","277","476","82","12","10","0","1","4","109","4281"
"2011","8448","London","Westminster","A4","PU","529610","180500","Pall Mall","Piccadilly Circus","0.18","36","56","436","175","145","24","4","1","0","0","0","29","841"
"2011","16108","London","Westminster","A4","PU","530400","180700","Northumberland Ave","A301","0.43","444","150","1704","557","349","72","7","1","0","0","0","80","2840"
"2011","16142","London","Westminster","A302","PU","528600","179500","A3217","A4","0.37","298","309","4756","710","1453","242","27","39","8","4","4","325","7554"
"2011","16435","London","Westminster","A41","PU","527750","182000","A501","A41 Park Rd","0.31","27","52","1220","151","176","29","4","1","3","1","1","39","1639"
"2011","17015","London","Westminster","A404","PU","524000","182440","LA Boundary","A4207","0.68","180","222","3449","234","643","128","14","14","4","3","3","166","4714"
"2011","17567","London","Westminster","A3203","PU","530350","178960","A3212","LA Boundary","0.12","203","102","938","82","217","31","4","1","1","0","1","38","1376"
"2011","17572","London","Westminster","A3212","PU","529800","178030","A3216","A202","0.99","790","924","8225","160","1902","362","34","27","15","15","14","467","11677"
"2011","17574","London","Westminster","A3217","PU","528900","179330","A302","A3214","0.12","97","84","1403","170","272","54","7","7","3","1","1","74","2003"
"2011","17638","London","Westminster","A4201","PU","529100","181000","Piccadilly Circus","A40","0.55","368","301","2366","835","558","130","19","5","2","0","0","157","4217"
"2011","17639","London","Westminster","A4202","PU","528089","180542","A4 Hyde Park Corner","Marble Arch","0.86","275","869","19359","1108","3298","624","82","68","0","8","8","790","25424"
"2011","17641","London","Westminster","A501","PU","527370","181750","A5/A4209","Marylebone Rd","0.18","54","39","878","68","159","16","3","1","0","0","0","21","1164"
"2011","17691","London","Westminster","A401","PU","529761","180893","Piccadilly Circus","A400","0.31","183","145","977","151","246","70","9","5","0","0","0","84","1603"
"2011","17917","London","Westminster","A3214","PU","528970","179400","A3217","Buckingham Gate","0.18","213","85","1171","35","129","17","2","0","1","0","0","20","1441"
"2011","18169","London","Westminster","A5204","PU","528000","181174","A5","A41","0.24","140","66","835","17","109","20","2","0","0","0","0","24","1050"
"2011","18454","London","Westminster","A501","PU","528800","182200","A501","A4201","0.12","117","158","2459","81","393","79","14","16","5","6","9","129","3220"
"2011","18478","London","Westminster","A5","PU","526000","182930","B414","A5205","0.8","319","276","3848","312","925","134","15","6","13","5","2","176","5537"
"2011","18664","London","Westminster","A3214","PU","530000","179686","Horse Guards Road","Parliament Sq","0.18","144","85","1407","1","48","7","1","0","0","0","0","8","1550"
"2011","18738","London","Westminster","A3213","PU","528600","178960","Hobart Place","A3214","0.24","39","34","1019","46","134","17","2","1","0","0","0","19","1252"
"2011","26114","London","Westminster","A4","PU","529395","180534","St James St","Regent Street/ Picc Circus","0.31","255","172","766","269","232","38","3","1","1","1","0","45","1484"
"2011","26146","London","Westminster","A5","PU","527180","181580","Praed St","A501/A4209","0.12","50","62","1078","119","231","46","4","2","0","1","2","55","1546"
"2011","26429","London","Westminster","A501","PU","527600","181860","Old Marylebone Rd","A41 Gloucester Place","0.24","112","248","5350","133","891","200","26","19","9","5","15","274","6897"
"2011","26432","London","Westminster","A402","PU","527000","180830","Westbourne Street","Marble Arch","0.68","283","482","6293","405","949","161","13","5","7","1","1","188","8318"
"2011","26464","London","Westminster","A41","PU","527910","182000","Gloucester Place","Marylebone Rd","0.31","72","77","1235","174","148","31","4","3","3","1","1","44","1677"
"2011","26465","London","Westminster","A41","PU","528030","181100","A40","A5204","0.12","15","23","571","78","71","14","1","1","1","0","0","17","759"
"2011","27236","London","Westminster","A501","PU","528000","182004","Baker St","Park Crescent (mid-junction)","0.49","303","619","11006","403","1573","354","55","62","10","6","17","504","14104"
"2011","27663","London","Westminster","A3212","PU","530150","180000","A302","Northumberland Ave","0.49","439","298","2559","655","518","110","11","11","3","0","1","137","4168"
"2011","27667","London","Westminster","A3217","PU","528340","179000","LA Boundary","Ecclestone St","0.31","185","143","1646","17","239","47","4","4","2","0","0","57","2103"
"2011","27787","London","Westminster","A5205","PU","528000","183640","A41","LA Boundary","0.93","229","214","5338","174","1189","198","19","14","9","3","1","244","7159"
"2011","28121","London","Westminster","A5204","PU","529193","181549","A4201","LA Boundary","0.24","165","143","714","0","269","30","6","0","0","0","0","37","1163"
"2011","28477","London","Westminster","A4","PU","529730","180540","Piccadilly Circus","Pall Mall East","0.24","105","130","1155","207","256","56","7","6","1","1","1","72","1820"
"2011","28513","London","Westminster","A302","PU","529060","179150","Wilton Rd/Vauxhall Bridge Rd","Bressenden Place","0.06","18","25","362","30","81","18","2","1","0","1","1","23","521"
"2011","28514","London","Westminster","A5204","PU","528114","181216","A41","A41","0.12","70","33","417","8","55","10","1","0","0","0","0","12","525"
"2011","36150","London","Westminster","A5","PU","527700","181040","A5204","Marble Arch","0.12","42","67","1235","126","256","42","4","3","2","2","1","54","1738"
"2011","36435","London","Westminster","A40","PU","528150","181050","A41","A41","0.12","69","17","261","298","47","6","1","1","0","0","0","9","632"
"2011","36436","London","Westminster","A402","PU","525962","180603","LA Boundary","Westbourne St/Lancaster Terrace","0.8","884","518","6455","501","997","186","15","6","9","3","3","223","8693"
"2011","36471","London","Westminster","A41","PU","528200","181100","A40","A5204","0.12","15","29","326","86","58","8","1","1","1","0","0","13","512"
"2011","36796","London","Westminster","A202","PU","529080","179000","Victoria St/Wilton Rd","Wilton Rd","0.12","34","39","596","42","133","24","2","2","1","1","1","31","841"
"2011","37704","London","Westminster","A3212","PU","530200","178600","A202","A3203","0.49","709","551","3313","191","810","166","16","12","5","4","5","208","5072"
"2011","37706","London","Westminster","A202","PU","529050","179270","Buckingham Palace Rd","Victoria St","0.12","27","44","776","30","186","28","6","6","1","0","0","41","1077"
"2011","37774","London","Westminster","A4201","PU","528970","181400","A40","A5204","0.12","32","32","387","56","125","24","3","1","0","0","0","29","630"
"2011","37775","London","Westminster","A4205","PU","527000","181500","A4206","Edgware Rd","0.68","142","31","1014","275","109","22","2","0","0","0","0","25","1454"
"2011","37776","London","Westminster","A4206","PU","526000","181300","A4207","A4205","0.68","211","171","2247","315","394","74","7","3","4","1","0","91","3218"
"2011","37914","London","Westminster","A400","PU","529864","181203","A401","Andrew Borde St","0.18","109","45","228","138","75","16","2","1","0","0","0","19","506"
"2011","38167","London","Westminster","A41","PU","526997","182978","A5205","LA Boundary","0.74","64","207","4368","326","584","117","19","12","0","0","4","152","5636"
"2011","38177","London","Westminster","A4","PU","529470","180208","Piccadilly","Waterloo Pl","0.49","137","217","2557","60","457","99","14","3","3","1","0","120","3410"
"2011","38534","London","Westminster","A4","PU","529930","180400","Pall Mall","Northumberland ave","0.18","95","121","663","397","221","35","4","2","0","0","0","41","1442"
"2011","38630","London","Westminster","A41","PU","527143","182845","Prince Albert Rd","St Johns Wood Road","0.06","24","34","714","41","97","20","2","2","1","1","0","27","913"
"2011","38631","London","Westminster","A4","PU","530668","181000","A301","A301/A4200","0.18","202","96","1093","276","153","42","6","6","1","0","0","55","1673"
"2011","39028","London","Westminster","A202","PU","529881","178358","A3213","A3212","0.12","125","88","1114","106","307","47","2","3","2","1","1","56","1672"
"2011","46120","London","Westminster","A4","PU","528000","179760","A315/A3216","Hyde Park Corner","0.43","302","695","6146","579","918","467","32","12","1","1","3","516","8855"
"2011","46155","London","Westminster","A5","PU","526800","182000","A5205","A501","0.55","307","254","3402","349","952","171","12","8","8","6","6","210","5168"
"2011","46433","London","Westminster","A40","PU","529500","181330","A4201","LA Boundary","0.43","579","77","1070","466","74","7","2","0","0","0","0","9","1695"
"2011","46469","London","Westminster","A41","PU","527850","181700","Portman Sq (north)","York St","0.31","37","56","1429","194","177","35","3","1","1","1","1","43","1898"
"2011","47088","London","Westminster","A404","PU","525000","182070","A4207","A40","1.24","363","294","5181","445","1037","192","34","74","13","2","18","334","7292"
"2011","47661","London","Westminster","A3211","PU","530340","180000","A302","A400","0.37","425","422","2889","117","553","131","12","16","5","2","3","169","4150"
"2011","47665","London","Westminster","A3217","PU","528600","179260","Eccleston St","Grosvenor Place","0.18","82","74","1127","12","151","29","3","1","0","0","0","35","1399"
"2011","47729","London","Westminster","A4207","PU","525000","181660","A404","A4206","0.8","310","175","2332","347","397","65","9","1","1","0","0","76","3327"
"2011","47730","London","Westminster","A4209","PU","527000","181280","Bayswater Rd","A5/A501","0.62","259","146","3326","272","353","65","5","3","2","1","1","77","4174"
"2011","47788","London","Westminster","A5205","PU","527001","182750","A5","A41","0.49","178","120","2665","28","421","95","7","6","2","1","1","113","3348"
"2011","47874","London","Westminster","A400","PU","530000","180670","Trafalgar Sq","A401","0.37","395","149","862","154","178","44","5","1","2","0","0","53","1395"
"2011","48009","London","Westminster","A3214","PU","528900","179200","Grosvenor Gardens / Victoria Street","Lower Grosvenor Place / Bressender Place","0.12","28","23","317","127","60","12","1","0","0","0","0","13","540"
"2011","48010","London","Westminster","A5204","PU","528500","181330","A41","A4201","0.62","253","298","2750","22","619","106","15","6","3","1","0","131","3821"
"2011","48251","London","Westminster","A501","PU","527270","181770","A5","Old Marylebone Rd","0.24","72","245","4854","141","769","129","29","28","0","9","4","199","6206"
"2011","48517","London","Westminster","A4","PU","530070","180460","Northumberland Ave","St Martins Pl","0.06","77","41","314","31","46","12","1","0","0","0","0","14","445"
"2011","48552","London","Westminster","A3211","PU","531000","180790","A400","LA Boundary","0.62","646","1017","8322","315","1637","408","33","64","7","8","13","534","11825"
"2011","48553","London","Westminster","A302","PU","530239","179670","Parliament Square","A3211","0.12","263","198","1855","129","265","54","5","10","2","1","1","73","2520"
"2011","48576","London","Westminster","A3216","PU","528561","177902","LA Boundary","A3212 Grosvenor Rd","0.06","39","50","363","30","110","18","4","1","1","0","1","26","578"
"2011","48578","London","Westminster","A302","PU","530393","179673","LA Boundary","A3211","0.12","206","94","747","120","111","21","2","1","0","0","0","25","1097"
"2011","48613","London","Westminster","A4","PU","530840","181050","A301","Strand","0.12","116","78","1044","165","157","25","3","3","0","1","0","31","1475"
"2011","48821","London","Westminster","A3213","PU","529300","178500","A3214","A202","0.8","58","64","1651","249","434","45","10","4","2","1","0","64","2462"
"2011","56117","London","Westminster","A4","PU","530810","180940","Aldwych","Aldwych","0.24","290","182","2165","298","375","71","7","5","1","1","0","85","3105"
"2011","56431","London","Westminster","A40","PU","529080","181250","Regent St","Great Portland St","0.06","83","11","153","67","11","1","0","0","0","0","0","1","242"
"2011","56433","London","Westminster","A3214","PU","528800","179000","A3213","Victoria St","0.18","72","70","1353","220","214","43","3","2","1","2","1","52","1909"
"2011","56592","London","Westminster","A202","PU","530100","178200","A3212","LA Boundary","0.12","208","130","1652","105","468","57","5","5","3","3","2","73","2428"
"2011","56625","London","Westminster","A40","PU","528000","181020","Marble Arch","A41 Portman St","0.18","106","26","318","393","54","14","3","1","1","0","0","19","810"
"2011","56890","London","Westminster","A302","PU","530000","179550","Bressenden Place","Parliament Square","0.74","454","344","4275","738","912","215","26","54","5","4","1","304","6573"
"2011","57536","London","Westminster","A302","PU","528947","179161","Wilton Rd/Vauxhall Bridge Rd","Buckingham Palace Rd","0.12","39","44","603","140","157","28","3","4","2","1","1","38","982"
"2011","57537","London","Westminster","A501","PU","527862","181939","A41","A41","0.12","37","103","2471","98","392","94","14","9","5","2","7","132","3195"
"2011","57910","London","Westminster","A202","PU","529040","178950","Vauxhall Bridge Rd","Victoria St/Vauxhall Bridge Rd","0.18","47","68","823","100","187","41","4","2","1","1","1","49","1226"
"2011","58136","London","Westminster","A4","PU","529750","180380","Waterloo Pl","Cockspur St","0.06","18","33","334","52","74","18","2","1","0","0","0","21","514"
"2011","58172","London","Westminster","A202","PU","529621","178557","Wilton Rd","A3213","0.62","354","328","4230","301","1094","171","14","9","5","6","4","208","6160"
"2011","58173","London","Westminster","A4206","PU","526760","181690","Bishop's Bridge Rd roundabout","Edgware Rd","0.37","150","272","4556","122","703","131","15","11","7","2","5","170","5823"
"2011","70181","London","Westminster","A40","PU","526950","181700","A4206","A5/A501","0.12","36","122","2427","70","384","64","14","14","0","5","2","99","3103"
"2011","70190","London","Westminster","A4201","PU","529080","181350","A40","A5204","0.12","22","19","189","0","37","3","0","0","0","0","0","3","248"
"2011","70191","London","Westminster","A5204","PU","529000","181480","A4201 Langham Place","A4201 Great Portland St","0.06","41","36","178","0","67","8","2","0","0","0","0","9","291"
"2011","70192","London","Westminster","A400","PU","530250","180330","Trafalgar Sq","A3211","0.24","165","229","1034","57","230","36","4","3","1","1","0","47","1597"
"2011","73225","London","Westminster","A4200","PU","530697","181140","A4","LA Boundary","0.12","142","64","516","137","123","25","3","2","1","0","0","31","870"
"2011","74534","London","Westminster","A40","PU","525432","181677","LA Boundary","A4206","1.24","0","1606","28167","255","4449","713","120","193","20","13","24","1081","35559"
"2011","74971","London","Westminster","A302","PU","528737","179285","Buckingham Palace Rd/Victoria St","lower Grosvenor Place","0.18","105","87","1297","211","319","65","8","5","3","2","2","86","1999"
"2011","74972","London","Westminster","A5","PU","527100","181660","A40","Praed St","0.06","25","31","539","60","115","23","2","1","0","0","1","28","773"
"2011","74973","London","Westminster","A41","PU","528050","181300","Gloucester Place","Baker St","0.12","23","9","167","2","25","3","0","0","0","0","0","3","207"
"2011","74974","London","Westminster","A41","PU","527900","181810","Gloucester Place","Baker St","0.12","3","3","78","2","16","4","0","0","0","0","0","5","105"
"2011","74975","London","Westminster","A41","PU","528000","181230","Seymour St","Portman Sq (north)","0.06","7","11","286","39","35","7","1","0","0","0","0","9","380"
"2011","74976","London","Westminster","A41","PU","528130","181300","Portman Sq (north)","Wigmore St","0.06","8","14","163","43","29","4","1","1","0","0","0","6","256"
"2011","74977","London","Westminster","A41","PU","527800","181860","York St","Marylebone Rd","0.06","7","11","286","39","35","7","1","0","0","0","0","9","380"
"2011","74978","London","Westminster","A41","PU","527950","181900","Marylebone Rd","York St","0.06","8","14","163","43","29","4","1","1","0","0","0","6","256"
"2011","80694","London","Westminster","A4","PU","529900","180470","Haymarket","Trafalgar Square","0.18","8","51","343","37","144","17","3","1","0","0","0","22","597"
"2011","81117","London","Westminster","A301","PU","530630","180780","A4","A301","0.12","281","82","671","211","131","33","2","1","1","0","0","39","1134"
"2011","81118","London","Westminster","A301","PU","530750","180580","A301","LA Boundary","0.06","120","55","384","99","89","12","1","1","0","0","0","14","641"
"2011","81119","London","Westminster","A301","PU","530640","180950","A301","LA Boundary","0.43","6","117","760","34","166","13","0","0","0","0","0","13","1090"
"2012","6119","London","Westminster","A4","PU","531060","181090","Aldwych","LA Boundary","0.18","260","90","1371","169","230","42","3","1","0","0","0","47","1909"
"2012","6120","London","Westminster","A4","PU","528900","180220","Hyde Park Corner","St James St","0.55","525","861","6201","537","1263","172","21","12","6","3","8","222","9084"
"2012","6152","London","Westminster","A5","PU","527500","181240","Sussex Gdns","Seymour St","0.37","129","164","3104","384","683","75","26","25","1","5","12","144","4480"
"2012","6426","London","Westminster","A40","PU","528500","181100","Orchard St","Regent St","0.49","202","16","212","930","30","6","0","0","0","0","0","6","1194"
"2012","6459","London","Westminster","A41","PU","528000","181700","York St","Portman Sq (north)","0.31","38","69","748","209","142","22","4","4","2","1","1","34","1202"
"2012","6896","London","Westminster","A315","PU","527000","179700","LA Boundary","A4/A3216","1.05","286","465","4507","659","809","296","29","12","3","3","7","351","6791"
"2012","7603","London","Westminster","A3212","PU","530200","179300","A3203","Parliament Square","0.43","497","392","2433","203","540","145","16","12","3","2","3","182","3750"
"2012","7672","London","Westminster","A4201","PU","528800","181700","A5204","A501","0.49","283","201","1409","211","295","81","7","24","1","0","1","114","2230"
"2012","7934","London","Westminster","A3214","PU","528600","178600","B302","A3213","0.55","270","134","1583","541","254","57","10","8","1","1","0","77","2589"
"2012","8083","London","Westminster","A41","PU","527410","182550","A41","A5205","0.43","76","178","2969","267","466","89","14","12","0","1","4","120","4001"
"2012","8448","London","Westminster","A4","PU","529610","180500","Pall Mall","Piccadilly Circus","0.18","37","53","401","169","142","26","4","1","0","0","0","32","796"
"2012","16108","London","Westminster","A4","PU","530400","180700","Northumberland Ave","A301","0.43","449","143","1566","537","341","77","8","1","0","0","0","86","2674"
"2012","16142","London","Westminster","A302","PU","528600","179500","A3217","A4","0.37","217","188","3241","659","990","103","15","15","1","3","6","144","5222"
"2012","16435","London","Westminster","A41","PU","527750","182000","A501","A41 Park Rd","0.31","27","50","1121","146","172","31","4","2","2","1","1","41","1531"
"2012","17015","London","Westminster","A404","PU","524000","182440","LA Boundary","A4207","0.68","182","211","3169","226","630","138","16","17","3","3","3","180","4416"
"2012","17567","London","Westminster","A3203","PU","530350","178960","A3212","LA Boundary","0.12","209","97","907","86","210","33","5","1","1","0","1","41","1340"
"2012","17572","London","Westminster","A3212","PU","529800","178030","A3216","A202","0.99","800","880","7557","154","1863","389","40","33","12","14","15","502","10956"
"2012","17574","London","Westminster","A3217","PU","528900","179330","A302","A3214","0.12","79","80","1196","178","262","38","5","5","1","2","2","53","1769"
"2012","17638","London","Westminster","A4201","PU","529100","181000","Piccadilly Circus","A40","0.55","307","216","2022","667","491","107","10","3","2","0","0","122","3518"
"2012","17639","London","Westminster","A4202","PU","528089","180542","A4 Hyde Park Corner","Marble Arch","0.86","290","1347","24252","1826","3615","688","63","77","10","17","41","894","31934"
"2012","17641","London","Westminster","A501","PU","527370","181750","A5/A4209","Marylebone Rd","0.18","55","37","807","65","155","17","3","1","0","0","0","23","1087"
"2012","17691","London","Westminster","A401","PU","529761","180893","Piccadilly Circus","A400","0.31","185","138","898","146","241","76","10","5","0","0","0","92","1514"
"2012","17917","London","Westminster","A3214","PU","528970","179400","A3217","Buckingham Gate","0.18","141","45","901","43","96","22","4","3","0","0","0","30","1115"
"2012","18169","London","Westminster","A5204","PU","528000","181174","A5","A41","0.24","142","63","767","16","107","22","3","1","0","0","0","25","978"
"2012","18454","London","Westminster","A501","PU","528800","182200","A501","A4201","0.12","121","176","2601","102","363","86","8","17","2","3","6","123","3365"
"2012","18478","London","Westminster","A5","PU","526000","182930","B414","A5205","0.8","323","263","3535","301","906","144","18","7","10","5","2","186","5192"
"2012","18664","London","Westminster","A3214","PU","530000","179686","Horse Guards Road","Parliament Sq","0.18","146","81","1293","1","47","8","1","0","0","0","0","8","1431"
"2012","18738","London","Westminster","A3213","PU","528600","178960","Hobart Place","A3214","0.24","59","28","766","7","81","22","1","0","0","0","0","23","906"
"2012","26114","London","Westminster","A4","PU","529395","180534","St James St","Regent Street/ Picc Circus","0.31","259","164","704","259","227","41","4","1","1","1","0","48","1402"
"2012","26146","London","Westminster","A5","PU","527180","181580","Praed St","A501/A4209","0.12","50","59","991","115","226","49","5","3","0","1","2","60","1451"
"2012","26429","London","Westminster","A501","PU","527600","181860","Old Marylebone Rd","A41 Gloucester Place","0.24","113","319","4852","149","899","214","22","38","3","4","15","295","6514"
"2012","26432","London","Westminster","A402","PU","527000","180830","Westbourne Street","Marble Arch","0.68","286","459","5782","391","930","173","15","6","5","1","1","202","7764"
"2012","26464","London","Westminster","A41","PU","527910","182000","Gloucester Place","Marylebone Rd","0.31","73","73","1134","168","145","34","5","4","2","1","1","47","1567"
"2012","26465","London","Westminster","A41","PU","528030","181100","A40","A5204","0.12","15","22","525","75","69","15","2","1","0","0","0","18","709"
"2012","27236","London","Westminster","A501","PU","528000","182004","Baker St","Park Crescent (mid-junction)","0.49","353","529","9120","494","1669","372","24","106","0","9","15","527","12338"
"2012","27663","London","Westminster","A3212","PU","530150","180000","A302","Northumberland Ave","0.49","519","299","2521","648","541","125","6","3","1","0","1","136","4145"
"2012","27667","London","Westminster","A3217","PU","528340","179000","LA Boundary","Ecclestone St","0.31","187","136","1513","17","234","51","5","5","1","0","0","62","1961"
"2012","27787","London","Westminster","A5205","PU","528000","183640","A41","LA Boundary","0.93","231","204","4904","167","1165","213","22","16","7","3","1","263","6703"
"2012","28121","London","Westminster","A5204","PU","529193","181549","A4201","LA Boundary","0.24","167","136","656","0","264","33","7","0","0","0","0","40","1096"
"2012","28477","London","Westminster","A4","PU","529730","180540","Piccadilly Circus","Pall Mall East","0.24","106","124","1061","199","251","61","8","7","1","1","1","78","1714"
"2012","28513","London","Westminster","A302","PU","529060","179150","Wilton Rd/Vauxhall Bridge Rd","Bressenden Place","0.06","18","24","333","29","79","19","3","1","0","1","1","25","490"
"2012","28514","London","Westminster","A5204","PU","528114","181216","A41","A41","0.12","71","31","383","8","54","11","1","0","0","0","0","13","489"
"2012","36150","London","Westminster","A5","PU","527700","181040","A5204","Marble Arch","0.12","41","54","1248","104","231","56","5","9","1","2","6","79","1716"
"2012","36435","London","Westminster","A40","PU","528150","181050","A41","A41","0.12","70","16","240","288","46","7","1","1","0","0","0","10","599"
"2012","36436","London","Westminster","A402","PU","525962","180603","LA Boundary","Westbourne St/Lancaster Terrace","0.8","895","493","5931","483","977","200","17","7","7","3","3","238","8122"
"2012","36471","London","Westminster","A41","PU","528200","181100","A40","A5204","0.12","15","28","299","83","57","9","2","2","1","0","0","14","481"
"2012","36796","London","Westminster","A202","PU","529080","179000","Victoria St/Wilton Rd","Wilton Rd","0.12","34","37","548","41","130","25","2","2","1","1","1","33","788"
"2012","37704","London","Westminster","A3212","PU","530200","178600","A202","A3203","0.49","717","525","3044","184","793","179","18","15","3","3","5","224","4770"
"2012","37706","London","Westminster","A202","PU","529050","179270","Buckingham Palace Rd","Victoria St","0.12","36","32","575","63","195","42","4","7","1","3","5","62","926"
"2012","37774","London","Westminster","A4201","PU","528970","181400","A40","A5204","0.12","32","30","356","54","122","26","3","2","0","0","0","32","595"
"2012","37775","London","Westminster","A4205","PU","527000","181500","A4206","Edgware Rd","0.68","144","30","931","265","107","24","2","0","0","0","0","27","1360"
"2012","37776","London","Westminster","A4206","PU","526000","181300","A4207","A4205","0.68","214","163","2064","304","386","80","8","4","3","1","0","97","3015"
"2012","37914","London","Westminster","A400","PU","529864","181203","A401","Andrew Borde St","0.18","111","43","210","133","73","18","2","1","0","0","0","21","480"
"2012","38167","London","Westminster","A41","PU","526997","182978","A5205","LA Boundary","0.74","65","197","4014","314","572","126","22","15","0","0","4","167","5263"
"2012","38177","London","Westminster","A4","PU","529470","180208","Piccadilly","Waterloo Pl","0.49","139","207","2349","58","447","107","16","4","2","1","0","129","3190"
"2012","38534","London","Westminster","A4","PU","529930","180400","Pall Mall","Northumberland ave","0.18","96","115","609","383","216","38","4","2","0","0","0","45","1367"
"2012","38630","London","Westminster","A41","PU","527143","182845","Prince Albert Rd","St Johns Wood Road","0.06","24","33","656","40","95","22","2","3","1","1","0","29","852"
"2012","38631","London","Westminster","A4","PU","530668","181000","A301","A301/A4200","0.18","161","72","489","176","107","21","2","3","1","0","0","26","871"
"2012","39028","London","Westminster","A202","PU","529881","178358","A3213","A3212","0.12","127","84","1024","103","301","50","3","4","1","1","1","60","1571"
"2012","46120","London","Westminster","A4","PU","528000","179760","A315/A3216","Hyde Park Corner","0.43","306","662","5647","559","900","502","37","14","0","1","4","559","8326"
"2012","46155","London","Westminster","A5","PU","526800","182000","A5205","A501","0.55","137","201","3356","293","938","130","15","10","1","5","7","168","4956"
"2012","46433","London","Westminster","A40","PU","529500","181330","A4201","LA Boundary","0.43","586","74","983","450","72","7","2","0","0","0","0","9","1588"
"2012","46469","London","Westminster","A41","PU","527850","181700","Portman Sq (north)","York St","0.31","37","54","1313","187","173","37","4","2","1","1","1","46","1772"
"2012","47088","London","Westminster","A404","PU","525000","182070","A4207","A40","1.24","368","280","4761","430","1016","206","40","90","10","2","19","367","6854"
"2012","47661","London","Westminster","A3211","PU","530340","180000","A302","A400","0.37","430","402","2654","113","542","141","14","20","4","2","3","183","3894"
"2012","47665","London","Westminster","A3217","PU","528600","179260","Eccleston St","Grosvenor Place","0.18","83","71","1036","12","148","31","4","2","0","0","0","37","1304"
"2012","47729","London","Westminster","A4207","PU","525000","181660","A404","A4206","0.8","314","166","2142","335","389","69","11","2","1","0","0","83","3116"
"2012","47730","London","Westminster","A4209","PU","527000","181280","Bayswater Rd","A5/A501","0.62","262","139","3056","263","345","69","6","4","2","1","1","82","3886"
"2012","47788","London","Westminster","A5205","PU","527001","182750","A5","A41","0.49","180","114","2449","27","413","102","8","8","2","1","1","122","3125"
"2012","47874","London","Westminster","A400","PU","530000","180670","Trafalgar Sq","A401","0.37","400","142","792","148","174","47","6","1","1","0","0","57","1313"
"2012","48009","London","Westminster","A3214","PU","528900","179200","Grosvenor Gardens / Victoria Street","Lower Grosvenor Place / Bressender Place","0.12","29","22","291","122","59","13","1","0","0","0","0","14","508"
"2012","48010","London","Westminster","A5204","PU","528500","181330","A41","A4201","0.62","256","284","2527","22","607","114","17","7","2","1","0","142","3581"
"2012","48251","London","Westminster","A501","PU","527270","181770","A5","Old Marylebone Rd","0.24","96","347","4772","92","955","194","29","77","7","9","10","326","6492"
